state,year,total_pop,white_pop,black_pop,hispanic_pop,asian_pop,native_pop,islander_pop,multi_race_pop,median_income,poverty_rate,unemployment_rate,unemployed_15_weeks,labor_force_participation_rate,hs_grad_rate,bachelors_grad_rate,zhvi,crude_rate_suicide,crude_rate_od,offender_age,count:__crimes_against_society,count:__fraud_and_other_financial_crimes,count:__property_crime,count:__violent_crime,rate:__crimes_against_society,rate:__fraud_and_other_financial_crimes,rate:__property_crime,rate:__violent_crime,youth_not_in_school,youth_in_foster_care,youth_living_in_poverty
VA,2022,8332800,0.589,0.182,0.104,0.07,0.001,0.001,0.054,85170,8.3,2.3,1.1,65.0,91.5,42.2,355529.9821,15.3,14.1,15-24,10864.0,3381.0,16335.0,20983.0,125.18,38.95,188.21,241.76,106000.0,,234000.0
VA,2021,8305000,0.595,0.177,0.102,0.068,0.002,0.001,0.056,80270,9.8,3.6,2.5,63.6,91.4,41.8,323129.4257,17.2,18.0,15-24,10885.0,2933.0,14746.0,19332.0,125.73,33.88,170.33,223.3,99000.0,,243000.0
VA,2020,0,0.0,0,0.0,0.0,0,0,0.0,82210,7.8,5.7,1.5,64.2,91.4,42.0,287445.5725,16.7,16.8,15-24,19440.0,3296.0,17198.0,19325.0,225.07,38.16,199.12,223.75,,,
VA,2019,8185100,0.613,0.189,0.096,0.067,0.002,<.01,0.033,81310,8.8,2.1,1.0,65.8,90.0,39.6,271844.5169,14.3,10.3,15-24,26391.0,4333.0,22192.0,22644.0,305.75,50.2,257.11,262.35,83000.0,1003.0,245000.0
VA,2018,8182100,0.615,0.186,0.095,0.066,<.01,<.01,0.036,77150,9.8,2.5,1.0,65.3,89.9,39.3,262096.8427,17.1,8.4,15-24,28969.0,4559.0,23847.0,23824.0,335.62,52.82,276.28,276.02,91000.0,1031.0,252000.0
VA,2017,8140700,0.619,0.185,0.093,0.066,<.01,<.01,0.035,71290,10.3,3.0,1.5,65.7,89.7,38.7,252704.6926,14.5,10.6,15-24,28344.0,5120.0,26466.0,24681.0,328.38,59.32,306.63,285.94,94000.0,1055.0,258000.0
VA,2016,8080900,0.623,0.185,0.091,0.064,<.01,<.01,0.034,66450,11.4,3.1,1.7,65.0,89.3,38.1,244112.756,14.2,12.2,15-24,26922.0,5383.0,29616.0,26498.0,311.9,62.37,343.12,307.0,103000.0,984.0,262000.0
WA,2022,7602300,0.636,0.038,0.14,0.098,0.009,0.006,0.073,89430,9.0,2.8,1.8,64.0,92.2,39.5,581736.2384,14.2,21.8,15-24,2688.0,982.0,14948.0,15909.0,34.53,12.62,192.02,204.37,96000.0,,185000.0
WA,2021,7552200,0.646,0.037,0.136,0.094,0.007,0.006,0.073,87650,7.7,3.9,3.0,63.0,92.3,39.0,511119.2962,19.0,21.0,15-24,2427.0,990.0,13274.0,14035.0,31.35,12.79,171.46,181.3,100000.0,,198000.0
WA,2020,0,0.0,0,0.0,0.0,0,0,0.0,81360,8.2,6.5,2.0,63.7,92.1,38.4,429989.6745,16.5,18.8,15-24,4669.0,1325.0,17062.0,15122.0,60.44,17.15,220.88,195.77,,,
WA,2019,7423900,0.675,0.038,0.13,0.089,0.011,0.006,0.05,82450,7.0,2.8,1.4,65.7,91.7,37.0,395550.8636,16.1,12.1,15-24,6371.0,1798.0,18722.0,17562.0,82.68,23.34,242.97,227.92,84000.0,1519.0,197000.0
WA,2018,7368000,0.679,0.037,0.129,0.088,0.011,0.01,0.05,79730,8.6,3.0,1.7,64.2,91.6,36.7,375950.1166,19.4,10.0,15-24,7364.0,1991.0,21762.0,18590.0,95.58,25.84,282.43,241.26,89000.0,1480.0,204000.0
WA,2017,7239800,0.687,0.034,0.127,0.085,0.01,0.01,0.051,75420,9.9,3.7,1.7,63.7,91.3,35.5,340521.3649,21.5,9.8,15-24,7739.0,1947.0,24042.0,17924.0,100.44,25.27,312.02,232.62,88000.0,1412.0,232000.0
WA,2016,7124100,0.695,0.034,0.124,0.081,0.011,0.01,0.049,70310,11.0,4.0,2.0,63.7,90.8,35.1,306855.0345,16.8,8.6,15-24,8136.0,1881.0,25502.0,17285.0,105.59,24.41,330.97,224.33,99000.0,1362.0,220000.0
WV,2022,1718800,0.904,0.029,0.019,0.007,,,0.04,52460,15.5,4.1,1.7,54.4,89.1,24.8,152622.346,17.0,20.5,15-24,2168.0,212.0,2025.0,2411.0,122.21,11.95,114.15,135.9,28000.0,,86000.0
WV,2021,1733000,0.906,0.025,0.017,0.008,,,0.043,46840,16.9,5.2,3.0,53.8,88.8,24.1,140478.1797,19.3,37.1,15-24,2458.0,207.0,2017.0,2379.0,137.68,11.59,112.99,133.26,31000.0,,73000.0
WV,2020,0,0.0,0,0.0,0.0,0,0,0.0,51970,14.2,8.5,2.4,53.8,89.1,23.1,123764.9317,18.5,21.8,15-24,2269.0,208.0,2029.0,2264.0,126.65,11.61,113.26,126.37,,,
WV,2019,1739000,0.925,0.032,0.014,0.008,0.002,,0.018,53710,13.9,4.2,1.8,54.7,87.1,21.1,118521.2225,17.5,23.5,15-24,2137.0,248.0,2120.0,2251.0,119.13,13.82,118.19,125.49,30000.0,927.0,70000.0
WV,2018,1752300,0.925,0.036,0.013,0.008,<.01,,0.018,50570,15.9,4.4,2.0,54.4,87.8,21.3,115875.9069,19.1,25.0,15-24,2757.0,319.0,2690.0,2543.0,153.7,17.78,149.97,141.77,34000.0,904.0,87000.0
WV,2017,1762100,0.926,0.037,0.012,0.01,<.01,,0.016,45390,17.3,4.6,2.4,53.5,87.1,20.2,112069.1212,14.3,26.9,15-24,3377.0,519.0,3676.0,3327.0,188.27,28.94,204.94,185.48,34000.0,904.0,94000.0
WV,2016,1781700,0.924,0.034,0.014,0.01,<.01,,0.019,44350,18.0,5.2,2.8,53.3,86.0,20.8,111124.9657,14.5,27.3,15-24,3279.0,584.0,4603.0,3641.0,182.81,32.56,256.62,202.99,35000.0,869.0,88000.0
WI,2022,5757500,0.791,0.057,0.076,0.029,0.006,,0.041,73330,6.6,3.9,1.1,65.5,93.5,33.2,271266.0682,14.6,13.3,15-24,13578.0,1233.0,11813.0,11210.0,230.51,20.93,200.55,190.3,58000.0,,156000.0
WI,2021,5754400,0.793,0.058,0.075,0.03,0.005,,0.039,69940,9.3,5.2,2.2,66.1,93.3,32.5,247049.3372,16.5,14.6,15-24,13248.0,1391.0,11557.0,11625.0,225.3,23.66,196.55,197.7,66000.0,,168000.0
WI,2020,0,0.0,0,0.0,0.0,0,0,0.0,67410,8.0,8.3,1.4,66.1,93.1,31.8,218548.4436,15.9,12.9,15-24,11520.0,1290.0,11589.0,10105.0,195.36,21.87,196.53,171.37,,,
WI,2019,5677100,0.811,0.062,0.071,0.03,0.007,,0.02,67350,8.4,4.9,0.9,66.8,92.8,31.3,204646.6924,14.6,10.3,15-24,11345.0,1359.0,11547.0,9784.0,192.5,23.06,195.92,166.01,57000.0,770.0,168000.0
WI,2018,5662800,0.812,0.062,0.07,0.028,0.01,<.01,0.021,62630,8.6,5.2,1.0,67.3,92.1,30.0,192541.3011,13.3,8.4,15-24,11189.0,1350.0,11517.0,9726.0,189.85,22.91,195.41,165.02,59000.0,787.0,175000.0
WI,2017,5643000,0.815,0.058,0.068,0.03,0.01,,0.021,63450,9.5,5.2,1.2,68.0,92.4,30.4,181046.323,14.6,12.8,15-24,10331.0,1291.0,12812.0,10199.0,175.29,21.9,217.38,173.05,62000.0,824.0,182000.0
WI,2016,5623300,0.819,0.06,0.067,0.027,0.01,,0.019,59820,10.7,6.1,1.7,68.1,91.9,29.5,171104.8284,17.8,13.7,15-24,9469.0,1216.0,12558.0,9466.0,160.66,20.63,213.07,160.62,61000.0,921.0,198000.0
WY,2022,565300,0.819,0.007,0.109,0.006,0.016,,0.043,73090,7.1,2.9,1.4,64.0,93.7,29.6,326797.5156,33.1,,15-24,1115.0,69.0,902.0,1258.0,191.7,11.86,155.08,216.29,6000.0,,18000.0
WY,2021,563500,0.813,0.009,0.106,0.007,0.017,,0.048,71050,9.4,3.9,2.0,63.7,93.6,29.2,295169.9944,44.8,14.5,15-24,1094.0,57.0,855.0,1310.0,188.76,9.83,147.53,226.03,5000.0,,17000.0
WY,2020,0,0.0,0,0.0,0.0,0,0,0.0,65450,9.7,6.5,1.6,65.3,93.8,28.2,268151.0379,29.2,,15-24,232.0,16.0,194.0,210.0,40.16,2.77,33.58,36.35,,,
WY,2019,562700,0.838,0.01,0.101,0.006,0.022,,0.021,65130,9.2,3.2,0.9,65.7,94.5,29.1,251972.9787,28.2,,15-24,106.0,7.0,76.0,95.0,18.38,1.21,13.18,16.47,8000.0,143.0,15000.0
WY,2018,560300,0.842,0.005,0.1,0.011,0.023,,0.02,62540,9.5,3.0,1.1,65.6,93.3,26.9,241117.5729,33.7,,,,,,,,,,,7000.0,157.0,18000.0
WY,2017,563300,0.842,0.01,0.1,0.01,0.022,,0.02,57840,12.4,3.3,1.6,65.9,92.9,27.6,237261.1127,36.3,,,,,,,,,,,7000.0,153.0,18000.0
WY,2016,569400,0.847,0.01,0.096,0.01,0.023,,0.018,57830,10.9,3.9,1.6,66.6,93.2,27.1,236396.9848,19.4,19.4,,,,,,,,,,7000.0,146.0,15000.0
